sex,province,education,religion_importance,aboriginal,hh_size,age,vote
(2) Female,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,2,57,Liberal
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Very important,No,3,60,NDP
(1) Male,(6) Ontario,(10) Master's degree,Very important,No,5,30,NDP
(2) Female,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,64,Conservatives
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,Yes,5,32,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,1,23,Liberal
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,67,Liberal
(1) Male,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,2,64,Conservatives
(1) Male,(6) Ontario,(8) Some university,Somewhat important,No,2,70,Liberal
(1) Male,(6) Ontario,(2) Some elementary school,Not very important,No,1,54,Conservatives
(1) Male,(6) Ontario,(10) Master's degree,Somewhat important,No,2,38,Liberal
(2) Female,(6) Ontario,(11) Professional degree or doctorate,Somewhat important,No,2,72,Greens
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,3,54,Liberal
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,7,31,Greens
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,1,62,Conservatives
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,1,43,NDP
(1) Male,(6) Ontario,(8) Some university,Somewhat important,No,4,21,NDP
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,3,51,Liberal
(2) Female,(6) Ontario,(10) Master's degree,Very important,No,5,45,Conservatives
(2) Female,(6) Ontario,(9) Bachelor's degree,Not very important,No,2,23,NDP
(2) Female,(6) Ontario,(10) Master's degree,Somewhat important,No,5,53,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Not very important,No,2,43,Liberal
(1) Male,(3) Nova Scotia,(9) Bachelor's degree,Not very important,No,2,63,Conservatives
(2) Female,(6) Ontario,(8) Some university,Very important,No,2,59,Liberal
(2) Female,(6) Ontario,(11) Professional degree or doctorate,Not very important,No,4,42,Greens
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,59,Conservatives
(2) Female,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,1,77,NDP
(2) Female,(6) Ontario,(11) Professional degree or doctorate,Somewhat important,No,1,70,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,55,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,31,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,4,47,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,6,77,Liberal
(2) Female,(6) Ontario,(11) Professional degree or doctorate,Very important,No,4,58,Liberal
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,42,Conservatives
(2) Female,(6) Ontario,(8) Some university,Very important,No,3,22,NDP
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,26,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,3,37,Liberal
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,1,49,Conservatives
(2) Female,(6) Ontario,(10) Master's degree,Somewhat important,No,2,27,Liberal
(1) Male,(6) Ontario,(8) Some university,Somewhat important,No,2,79,Conservatives
(2) Female,(6) Ontario,(9) Bachelor's degree,Not very important,No,2,47,Greens
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,5,72,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,4,42,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Very important,No,5,49,Liberal
(2) Female,(5) Quebec,(5) Completed secondary / high school,Very important,No,5,47,NDP
(1) Male,(6) Ontario,(9) Bachelor's degree,Very important,No,2,62,Conservatives
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,33,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Very important,No,4,21,Greens
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,2,61,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,44,NDP
(2) Female,(9) Alberta,(9) Bachelor's degree,Very important,No,1,22,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,69,Conservatives
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,4,28,Conservatives
(1) Male,(8) Saskatchewan,(10) Master's degree,Not important at all,No,2,65,Liberal
(2) Female,(9) Alberta,(9) Bachelor's degree,Very important,No,3,32,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Not very important,No,2,47,Conservatives
(2) Female,(8) Saskatchewan,(10) Master's degree,Not very important,No,3,29,Greens
(2) Female,(8) Saskatchewan,"(6) Some technical, community college, CEGEP, College Classi",Very important,Yes,3,49,Conservatives
(1) Male,(8) Saskatchewan,(11) Professional degree or doctorate,Very important,No,2,27,Conservatives
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,2,22,Conservatives
(1) Male,(8) Saskatchewan,(4) Some secondary / high school,Very important,Yes,4,40,NDP
(1) Male,(8) Saskatchewan,(3) Completed elementary school,Somewhat important,No,1,80,Liberal
(2) Female,(8) Saskatchewan,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,4,33,Conservatives
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Not very important,No,4,48,Conservatives
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,2,50,People's Party
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Very important,No,5,50,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,42,Conservatives
(2) Female,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,54,Conservatives
(1) Male,(8) Saskatchewan,(10) Master's degree,Somewhat important,No,2,61,Liberal
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,3,61,Conservatives
(2) Female,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,7,35,People's Party
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,3,47,Conservatives
(2) Female,(8) Saskatchewan,(8) Some university,Very important,No,3,18,Conservatives
(1) Male,(8) Saskatchewan,(9) Bachelor's degree,Not very important,No,2,55,NDP
(1) Male,(8) Saskatchewan,(8) Some university,Not important at all,Yes,4,53,Liberal
(1) Male,(8) Saskatchewan,(4) Some secondary / high school,Somewhat important,No,1,40,Conservatives
(2) Female,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,1,65,Conservatives
(2) Female,(8) Saskatchewan,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,4,59,NDP
(1) Male,(9) Alberta,(3) Completed elementary school,Very important,No,1,20,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,2,59,Liberal
(1) Male,(8) Saskatchewan,(9) Bachelor's degree,Not very important,No,5,44,Conservatives
(1) Male,(8) Saskatchewan,(4) Some secondary / high school,Somewhat important,No,2,30,Conservatives
(2) Female,(8) Saskatchewan,(11) Professional degree or doctorate,Very important,No,2,45,NDP
(1) Male,(8) Saskatchewan,(4) Some secondary / high school,Not important at all,Yes,5,38,NDP
(2) Female,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,65,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,42,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Not very important,No,2,67,NDP
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,42,Conservatives
(1) Male,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,2,33,Greens
(2) Female,(8) Saskatchewan,(4) Some secondary / high school,Very important,No,2,70,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,31,Liberal
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,22,Conservatives
(2) Female,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,39,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,67,NDP
(1) Male,(5) Quebec,(10) Master's degree,Very important,No,5,43,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,3,62,Bloc Quebecois
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,1,48,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,3,72,Bloc Quebecois
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,4,53,Bloc Quebecois
(2) Female,(5) Quebec,(8) Some university,Not very important,No,2,43,NDP
(2) Female,(5) Quebec,(8) Some university,Not very important,No,4,59,Liberal
(2) Female,(5) Quebec,(4) Some secondary / high school,Somewhat important,No,1,75,Conservatives
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,4,45,Greens
(1) Male,(5) Quebec,(8) Some university,Very important,No,1,60,Greens
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,37,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,79,Bloc Quebecois
(1) Male,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not very important,No,7,56,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Very important,No,5,49,Conservatives
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,3,34,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,3,45,Liberal
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,57,NDP
(2) Female,(5) Quebec,(9) Bachelor's degree,Very important,No,2,61,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,3,34,Greens
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not important at all,No,3,47,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,38,Conservatives
(2) Female,(5) Quebec,(10) Master's degree,Somewhat important,No,4,44,Conservatives
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,55,Conservatives
(2) Female,(5) Quebec,(5) Completed secondary / high school,Very important,No,5,50,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Not important at all,No,3,33,Liberal
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,5,20,NDP
(2) Female,(5) Quebec,(11) Professional degree or doctorate,Not important at all,No,4,44,Greens
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not very important,No,4,44,Conservatives
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,1,28,Liberal
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not important at all,No,2,47,Conservatives
(2) Female,(5) Quebec,(9) Bachelor's degree,Very important,No,1,30,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Not very important,No,2,47,NDP
(1) Male,(5) Quebec,(10) Master's degree,Not very important,No,2,58,Bloc Quebecois
(1) Male,(5) Quebec,(10) Master's degree,Somewhat important,No,1,55,Bloc Quebecois
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,3,36,Bloc Quebecois
(2) Female,(5) Quebec,(9) Bachelor's degree,Not very important,No,4,55,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Not important at all,No,1,49,Greens
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,36,Conservatives
(2) Female,(5) Quebec,(10) Master's degree,Somewhat important,No,4,40,Liberal
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,4,35,NDP
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,49,Greens
(1) Male,(5) Quebec,(10) Master's degree,Very important,No,3,65,Conservatives
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not very important,No,1,62,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Not important at all,No,2,41,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Somewhat important,No,4,47,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,2,72,Liberal
(1) Male,(5) Quebec,(10) Master's degree,Somewhat important,No,3,43,Conservatives
(1) Male,(5) Quebec,(10) Master's degree,Not important at all,No,1,28,Liberal
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,1,57,Bloc Quebecois
(1) Male,(5) Quebec,(5) Completed secondary / high school,Very important,No,2,45,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,5,51,Liberal
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not important at all,No,4,34,Bloc Quebecois
(1) Male,(5) Quebec,(3) Completed elementary school,Not very important,No,1,51,Bloc Quebecois
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not important at all,No,2,67,Conservatives
(1) Male,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,7,22,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,4,45,Conservatives
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,4,50,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,5,48,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,1,39,Liberal
(2) Female,(5) Quebec,(8) Some university,Very important,No,2,27,Greens
(2) Female,(5) Quebec,(8) Some university,Not important at all,Yes,3,45,Bloc Quebecois
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,50,NDP
(2) Female,(5) Quebec,(8) Some university,Very important,No,4,22,NDP
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,59,Bloc Quebecois
(2) Female,(5) Quebec,(9) Bachelor's degree,Very important,No,2,63,NDP
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,3,28,Conservatives
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,52,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,61,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Not very important,No,3,44,Bloc Quebecois
(1) Male,(5) Quebec,(3) Completed elementary school,Not important at all,No,1,19,Conservatives
(1) Male,(5) Quebec,(8) Some university,Very important,No,1,73,Conservatives
(2) Female,(5) Quebec,(11) Professional degree or doctorate,Not very important,No,5,42,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,3,37,Greens
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,1,69,Bloc Quebecois
(2) Female,(5) Quebec,(5) Completed secondary / high school,Not very important,No,2,55,Greens
(2) Female,(5) Quebec,(1) No schooling,Very important,No,1,53,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Not important at all,No,2,42,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,26,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,4,37,Liberal
(1) Male,(5) Quebec,(9) Bachelor's degree,Very important,No,2,77,Conservatives
(2) Female,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,1,59,Liberal
(1) Male,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,4,22,NDP
(1) Male,(5) Quebec,(9) Bachelor's degree,Very important,No,2,75,Conservatives
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,29,Greens
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,1,66,Conservatives
(1) Male,(5) Quebec,(9) Bachelor's degree,Not important at all,No,2,68,Bloc Quebecois
(1) Male,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not important at all,No,4,35,Conservatives
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,5,45,Bloc Quebecois
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,4,52,Conservatives
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,2,66,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,2,75,Greens
(1) Male,(5) Quebec,(10) Master's degree,Not important at all,No,4,46,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,2,32,Liberal
(1) Male,(5) Quebec,(4) Some secondary / high school,Very important,No,3,29,Liberal
(2) Female,(5) Quebec,(3) Completed elementary school,Somewhat important,No,5,47,NDP
(1) Male,(5) Quebec,(9) Bachelor's degree,Very important,No,2,49,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,2,56,Greens
(1) Male,(5) Quebec,(10) Master's degree,Not very important,No,4,48,Bloc Quebecois
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not very important,No,3,29,Bloc Quebecois
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,1,34,Greens
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,44,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,2,34,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Very important,No,2,34,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,55,Conservatives
(1) Male,(5) Quebec,(10) Master's degree,Somewhat important,No,2,65,Liberal
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not very important,No,2,32,NDP
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,4,29,NDP
(1) Male,(5) Quebec,(10) Master's degree,Somewhat important,No,2,74,Liberal
(1) Male,(10) British Columbia,(11) Professional degree or doctorate,Very important,No,8,40,Conservatives
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Very important,Yes,5,45,People's Party
(2) Female,(10) British Columbia,(9) Bachelor's degree,Very important,No,1,83,Conservatives
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,68,NDP
(2) Female,(8) Saskatchewan,(8) Some university,Somewhat important,No,2,54,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Somewhat important,No,1,89,Conservatives
(2) Female,(9) Alberta,(5) Completed secondary / high school,Not very important,No,4,44,Conservatives
(2) Female,(9) Alberta,(8) Some university,Not very important,No,4,53,Conservatives
(1) Male,(9) Alberta,(5) Completed secondary / high school,Somewhat important,No,2,51,Conservatives
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,66,Liberal
(1) Male,(7) Manitoba,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,5,36,Conservatives
(2) Female,(7) Manitoba,(10) Master's degree,Very important,No,3,53,Greens
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,5,34,Conservatives
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,62,NDP
(1) Male,(7) Manitoba,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,2,70,Liberal
(1) Male,(7) Manitoba,(4) Some secondary / high school,Somewhat important,Yes,1,66,Greens
(1) Male,(7) Manitoba,(8) Some university,Not very important,No,2,60,NDP
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,3,49,Conservatives
(2) Female,(7) Manitoba,(8) Some university,Very important,No,6,39,Conservatives
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Not very important,No,1,32,Conservatives
(2) Female,(7) Manitoba,(9) Bachelor's degree,Very important,No,2,73,Liberal
(1) Male,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,65,Greens
(2) Female,(3) Nova Scotia,(5) Completed secondary / high school,Somewhat important,No,2,51,NDP
(1) Male,(2) Prince Edward Island,(9) Bachelor's degree,Somewhat important,No,5,50,Liberal
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,63,Liberal
(2) Female,(8) Saskatchewan,(8) Some university,Very important,No,2,76,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Very important,No,2,70,Conservatives
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Very important,No,4,31,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,75,Conservatives
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Very important,No,1,71,Conservatives
(2) Female,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,61,Conservatives
(1) Male,(8) Saskatchewan,(4) Some secondary / high school,Somewhat important,No,1,81,Conservatives
(2) Female,(9) Alberta,(9) Bachelor's degree,Very important,No,1,62,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Not important at all,No,2,66,Conservatives
(1) Male,(9) Alberta,(8) Some university,Very important,No,4,54,Liberal
(2) Female,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,71,Conservatives
(2) Female,(10) British Columbia,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,6,31,Conservatives
(1) Male,(10) British Columbia,(4) Some secondary / high school,Very important,No,1,79,Conservatives
(2) Female,(10) British Columbia,(9) Bachelor's degree,Somewhat important,No,1,75,Liberal
(1) Male,(10) British Columbia,(10) Master's degree,Not important at all,No,1,82,Conservatives
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,6,64,Liberal
(1) Male,(10) British Columbia,(9) Bachelor's degree,Not important at all,No,2,72,Greens
(1) Male,(10) British Columbia,(5) Completed secondary / high school,Somewhat important,No,2,73,Greens
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,68,Conservatives
(2) Female,(10) British Columbia,(4) Some secondary / high school,Very important,No,1,86,Conservatives
(2) Female,(10) British Columbia,(9) Bachelor's degree,Not very important,No,1,73,NDP
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,1,74,Greens
(2) Female,(10) British Columbia,(8) Some university,Not very important,No,3,66,NDP
(2) Female,(10) British Columbia,(8) Some university,Somewhat important,No,1,81,Liberal
(1) Male,(10) British Columbia,(8) Some university,Very important,No,2,67,NDP
(2) Female,(10) British Columbia,(8) Some university,Somewhat important,No,1,66,Conservatives
(1) Male,(10) British Columbia,(11) Professional degree or doctorate,Somewhat important,No,2,73,Conservatives
(1) Male,(10) British Columbia,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,68,Conservatives
(2) Female,(10) British Columbia,(5) Completed secondary / high school,Very important,No,3,58,NDP
(2) Female,(10) British Columbia,(9) Bachelor's degree,Very important,No,3,43,NDP
(2) Female,(10) British Columbia,(5) Completed secondary / high school,Somewhat important,No,6,78,Conservatives
(2) Female,(10) British Columbia,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,72,Greens
(2) Female,(10) British Columbia,(8) Some university,Very important,No,1,87,Liberal
(2) Female,(7) Manitoba,(5) Completed secondary / high school,Very important,Yes,1,85,Liberal
(2) Female,(7) Manitoba,(11) Professional degree or doctorate,Somewhat important,No,1,73,Liberal
(1) Male,(7) Manitoba,(2) Some elementary school,Very important,No,1,83,Liberal
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Somewhat important,No,4,44,Conservatives
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Very important,No,3,44,Liberal
(2) Female,(4) New Brunswick,(8) Some university,Very important,No,2,90,Conservatives
(2) Female,(1) Newfoundland and Labrador,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,62,Liberal
(2) Female,(1) Newfoundland and Labrador,(10) Master's degree,Very important,No,2,64,Conservatives
(1) Male,(3) Nova Scotia,(10) Master's degree,Not very important,No,2,79,Liberal
(2) Female,(3) Nova Scotia,(8) Some university,Very important,No,1,65,NDP
(1) Male,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,82,Conservatives
(1) Male,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,3,33,Liberal
(1) Male,(6) Ontario,(4) Some secondary / high school,Very important,No,2,77,Conservatives
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,31,Conservatives
(1) Male,(6) Ontario,(8) Some university,Very important,No,5,47,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Not important at all,No,2,68,Liberal
(2) Female,(6) Ontario,(10) Master's degree,Not very important,No,2,65,Liberal
(2) Female,(6) Ontario,(10) Master's degree,Somewhat important,No,4,48,Greens
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Very important,Yes,1,74,Greens
(1) Male,(6) Ontario,(10) Master's degree,Not very important,No,2,70,Liberal
(1) Male,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,65,People's Party
(1) Male,(6) Ontario,(9) Bachelor's degree,Not very important,No,4,36,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,79,Liberal
(2) Female,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,1,75,Liberal
(2) Female,(6) Ontario,(8) Some university,Not important at all,No,3,48,NDP
(1) Male,(6) Ontario,(10) Master's degree,Somewhat important,No,4,45,Liberal
(1) Male,(6) Ontario,(5) Completed secondary / high school,Not important at all,No,1,46,Conservatives
(2) Female,(6) Ontario,(5) Completed secondary / high school,Very important,No,5,64,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Not very important,No,3,66,Conservatives
(2) Female,(6) Ontario,(3) Completed elementary school,Very important,Yes,1,61,NDP
(1) Male,(6) Ontario,(5) Completed secondary / high school,Not very important,No,4,60,Conservatives
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,68,Liberal
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,56,NDP
(2) Female,(6) Ontario,(5) Completed secondary / high school,Not important at all,No,2,73,Liberal
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,2,58,Greens
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,1,71,Conservatives
(2) Female,(2) Prince Edward Island,(9) Bachelor's degree,Very important,Yes,2,76,Liberal
(1) Male,(2) Prince Edward Island,(5) Completed secondary / high school,Somewhat important,No,3,19,Liberal
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,78,Greens
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,5,58,NDP
(2) Female,(5) Quebec,(8) Some university,Very important,No,5,34,Conservatives
(1) Male,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,4,39,Conservatives
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,4,42,Liberal
(2) Female,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,1,90,Liberal
