sex,province,education,religion_importance,aboriginal,hh_size,age
Male,Quebec,Below Bachelor,Not at all important,No,3,42.4
Female,Prince Edward Island,Below Bachelor,Very important,No,1,80
Female,Quebec,Below Bachelor,Not at all important,No,5,40.1
Female,New Brunswick,Below Bachelor,Very important,No,1,63.6
Male,Saskatchewan,Below Bachelor,Somewhat important,No,4,39
Female,Ontario,Below Bachelor,Somewhat important,No,2,39.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,55
Female,Quebec,Below Bachelor,Very important,No,1,80
Female,Alberta,Below Bachelor,Not very important,No,1,57.7
Male,Ontario,Below Bachelor,Somewhat important,No,5,17.3
Male,Nova Scotia,Below Bachelor,Very important,No,2,64.7
Male,British Columbia,Below Bachelor,Not very important,No,3,80
Female,Saskatchewan,Below Bachelor,Not very important,No,1,23.9
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,64.3
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,25.6
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,47.3
Female,Quebec,Below Bachelor,Very important,No,5,50.3
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,28.7
Male,Quebec,Below Bachelor,Somewhat important,No,1,63.4
Female,British Columbia,Below Bachelor,Very important,No,1,63.8
Male,Alberta,Below Bachelor,Not at all important,No,1,64.4
Female,British Columbia,Below Bachelor,Very important,Yes,5,50.8
Male,Ontario,Below Bachelor,Not at all important,No,3,36.4
Female,British Columbia,Below Bachelor,Very important,Yes,3,17.8
Female,Alberta,Below Bachelor,Very important,No,3,37.3
Male,Quebec,Below Bachelor,Not at all important,No,5,35.5
Female,Nova Scotia,Below Bachelor,Very important,No,1,80
Female,Nova Scotia,Below Bachelor,Very important,No,1,79.8
Female,Ontario,Below Bachelor,Very important,No,1,54
Male,Prince Edward Island,Below Bachelor,Not very important,No,1,66.4
Female,Quebec,Below Bachelor,Very important,No,2,56.1
Female,Quebec,Below Bachelor,Somewhat important,No,2,62.6
Male,Quebec,Below Bachelor,Not very important,Yes,4,43.2
Female,Quebec,Below Bachelor,Not at all important,Yes,4,15.6
Male,Quebec,Below Bachelor,Not very important,No,2,60.3
Male,Quebec,Below Bachelor,Somewhat important,No,3,48.6
Female,British Columbia,Below Bachelor,Very important,No,1,65
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,80
Female,Alberta,Below Bachelor,Not at all important,Yes,4,35.2
Male,Quebec,Below Bachelor,Not very important,No,5,34.9
Male,Ontario,Below Bachelor,Don't know,No,5,17.7
Female,Quebec,Below Bachelor,Not at all important,No,1,80
Male,Nova Scotia,Below Bachelor,Very important,No,1,64.8
Male,Saskatchewan,Below Bachelor,Very important,No,1,30
Female,British Columbia,Below Bachelor,Very important,No,3,30.4
Male,British Columbia,Below Bachelor,Not at all important,No,3,21.3
Female,Ontario,Below Bachelor,Very important,No,4,35.8
Female,Quebec,Below Bachelor,Very important,No,1,80
Female,Ontario,Below Bachelor,Somewhat important,No,1,69.8
Male,Quebec,Below Bachelor,Not very important,No,1,41.8
Male,Alberta,Below Bachelor,Somewhat important,No,2,43.4
Male,Alberta,Below Bachelor,Not very important,No,2,29.8
Male,Quebec,Below Bachelor,Very important,No,2,58.3
Male,Quebec,Below Bachelor,Not at all important,No,2,57.3
Female,Ontario,Below Bachelor,Very important,No,2,77.3
Female,Nova Scotia,Below Bachelor,Not at all important,No,4,34
Female,Ontario,Below Bachelor,Somewhat important,No,2,64.4
Male,Quebec,Below Bachelor,Not very important,No,4,15.5
Male,Ontario,Below Bachelor,Somewhat important,No,2,69.9
Male,Quebec,Below Bachelor,Somewhat important,No,2,50
Female,Manitoba,Below Bachelor,Very important,Yes,3,56.4
Female,Quebec,Below Bachelor,Not very important,No,6,43.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,58.5
Male,Quebec,Below Bachelor,Somewhat important,No,5,33.2
Male,Nova Scotia,Below Bachelor,Very important,No,3,60.7
Female,Nova Scotia,Below Bachelor,Somewhat important,No,2,48.8
Female,Prince Edward Island,Below Bachelor,Not at all important,No,3,41.3
Male,Ontario,Below Bachelor,Not very important,Yes,4,42.4
Female,British Columbia,Below Bachelor,Very important,No,2,60.1
Male,British Columbia,Below Bachelor,Not very important,No,4,36.8
Male,Quebec,Below Bachelor,Somewhat important,No,2,66.6
Female,Quebec,Below Bachelor,Somewhat important,No,2,41.3
Female,Ontario,Below Bachelor,Somewhat important,No,4,50.5
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,75.3
Male,Alberta,Below Bachelor,Very important,No,2,60.1
Male,Saskatchewan,Below Bachelor,Very important,No,2,67.6
Male,Alberta,Below Bachelor,Somewhat important,No,1,25.8
Male,Alberta,Below Bachelor,Somewhat important,No,3,23.7
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,48.9
Male,Ontario,Below Bachelor,Not very important,No,1,35.3
Male,Alberta,Below Bachelor,Somewhat important,No,5,35.3
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,20.1
Female,New Brunswick,Below Bachelor,Very important,No,2,65
Male,Ontario,Below Bachelor,Very important,No,1,58.9
Male,Quebec,Below Bachelor,Not very important,No,3,66.1
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,4,50.8
Female,Quebec,Below Bachelor,Not at all important,No,5,17
Female,New Brunswick,Below Bachelor,Very important,No,1,57.2
Male,Alberta,Below Bachelor,Very important,No,1,56.2
Male,British Columbia,Below Bachelor,Not at all important,No,1,56
Female,Quebec,Below Bachelor,Not at all important,No,1,53.2
Female,Ontario,Below Bachelor,Not at all important,No,1,64.1
Male,Saskatchewan,Below Bachelor,Not at all important,No,5,35.6
Female,Ontario,Below Bachelor,Very important,No,2,62.2
Female,British Columbia,Below Bachelor,Not very important,No,2,71.6
Male,British Columbia,Below Bachelor,Somewhat important,No,2,65.1
Female,Quebec,Below Bachelor,Very important,No,3,23.8
Female,Ontario,Below Bachelor,Not at all important,No,2,27.2
Male,Alberta,Below Bachelor,Very important,No,4,29.1
Male,British Columbia,Below Bachelor,Very important,Yes,3,54.7
Male,Ontario,Below Bachelor,Not at all important,No,4,33.5
Female,New Brunswick,Below Bachelor,Somewhat important,No,3,47.2
Female,Ontario,Below Bachelor,Very important,No,2,71.2
Female,Ontario,Below Bachelor,Somewhat important,No,2,32.3
Male,Manitoba,Below Bachelor,Very important,No,2,80
Male,Ontario,Below Bachelor,Very important,No,1,80
Male,Quebec,Below Bachelor,Not very important,No,3,20.7
Male,British Columbia,Below Bachelor,Not very important,No,1,60.4
Female,Quebec,Below Bachelor,Somewhat important,No,2,72.9
Female,Quebec,Below Bachelor,Not very important,No,4,37.7
Male,Nova Scotia,Below Bachelor,Not at all important,No,1,58.3
Female,Quebec,Below Bachelor,Very important,No,1,66.8
Male,New Brunswick,Below Bachelor,Not at all important,No,2,57.3
Female,Quebec,Below Bachelor,Very important,No,1,80
Male,British Columbia,Below Bachelor,Not very important,No,2,64.2
Male,British Columbia,Below Bachelor,Not at all important,No,2,70.3
Male,Manitoba,Below Bachelor,Somewhat important,No,2,64.2
Female,Prince Edward Island,Below Bachelor,Very important,No,3,40.2
Female,Ontario,Below Bachelor,Not at all important,No,1,68.8
Female,Ontario,Below Bachelor,Very important,No,2,60.9
Female,Alberta,Below Bachelor,Somewhat important,Yes,2,34.8
Male,Saskatchewan,Below Bachelor,Somewhat important,No,5,45.7
Female,British Columbia,Below Bachelor,Very important,No,2,59
Female,British Columbia,Below Bachelor,Somewhat important,No,1,80
Male,Quebec,Below Bachelor,Somewhat important,No,4,50.9
Male,Quebec,Below Bachelor,Very important,Yes,1,65.3
Male,Ontario,Below Bachelor,Very important,Yes,2,75.8
Male,Quebec,Below Bachelor,Not at all important,No,4,52.7
Male,New Brunswick,Below Bachelor,Very important,No,6,35
Female,Ontario,Below Bachelor,Not very important,No,2,71.9
Female,Ontario,Below Bachelor,Somewhat important,No,1,64.5
Female,Quebec,Below Bachelor,Somewhat important,No,1,44.9
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,45.5
Female,Ontario,Below Bachelor,Very important,No,3,38.3
Female,British Columbia,Below Bachelor,Not at all important,No,2,56.3
Female,Ontario,Below Bachelor,Not very important,Yes,4,33.3
Female,Saskatchewan,Below Bachelor,Not very important,No,2,63.1
Female,Prince Edward Island,Below Bachelor,Very important,No,3,42.1
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,60.3
Female,Saskatchewan,Below Bachelor,Somewhat important,No,3,36.3
Male,Prince Edward Island,Below Bachelor,Very important,No,2,27.2
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,59.3
Female,Ontario,Below Bachelor,Somewhat important,No,2,58.8
Male,Quebec,Below Bachelor,Somewhat important,No,2,55.3
Female,Ontario,Below Bachelor,Somewhat important,No,4,44.5
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,35.8
Female,Ontario,Below Bachelor,Not very important,No,3,30.1
Male,Quebec,Below Bachelor,Somewhat important,No,1,79
Male,Saskatchewan,Below Bachelor,Somewhat important,No,4,20.3
Female,Quebec,Below Bachelor,Somewhat important,No,4,21.5
Female,Quebec,Below Bachelor,Somewhat important,No,4,16.9
Male,Saskatchewan,Below Bachelor,Somewhat important,No,2,72.1
Female,Quebec,Below Bachelor,Somewhat important,No,1,70.5
Female,Manitoba,Below Bachelor,Somewhat important,No,2,56.9
Male,Ontario,Below Bachelor,Very important,No,2,35
Female,Ontario,Below Bachelor,Somewhat important,No,2,57.6
Female,Newfoundland and Labrador,Below Bachelor,Don't know,No,4,62.9
Female,Quebec,Below Bachelor,Not at all important,No,4,36.1
Male,Alberta,Below Bachelor,Don't know,No,2,69.4
Female,Manitoba,Below Bachelor,Very important,No,3,33.2
Female,Quebec,Below Bachelor,Somewhat important,No,3,63.4
Female,Saskatchewan,Below Bachelor,Very important,No,1,80
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,4,26
Male,Quebec,Below Bachelor,Not very important,No,2,59.2
Female,New Brunswick,Below Bachelor,Not at all important,No,1,66.6
Male,Ontario,Below Bachelor,Very important,No,1,71
Male,New Brunswick,Below Bachelor,Not at all important,No,2,32.6
Male,Ontario,Below Bachelor,Very important,No,3,59.1
Male,British Columbia,Below Bachelor,Not at all important,No,1,71.7
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,42.3
Male,Ontario,Below Bachelor,Very important,No,4,19.4
Male,New Brunswick,Below Bachelor,Not very important,No,4,16.8
Female,Ontario,Below Bachelor,Very important,No,2,62.5
Male,Ontario,Below Bachelor,Very important,No,2,76.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,45.9
Female,Quebec,Below Bachelor,Somewhat important,No,2,48.3
Female,Ontario,Below Bachelor,Somewhat important,No,1,58.5
Male,Ontario,Below Bachelor,Somewhat important,No,1,43.8
Male,Prince Edward Island,Below Bachelor,Very important,No,2,67.9
Female,Quebec,Below Bachelor,Not at all important,No,3,25.3
Female,Nova Scotia,Below Bachelor,Very important,No,2,63.1
Male,Quebec,Below Bachelor,Not at all important,No,5,17.9
Female,Ontario,Below Bachelor,Somewhat important,No,1,69.4
Male,Quebec,Below Bachelor,Not at all important,No,1,67.7
Female,Ontario,Below Bachelor,Somewhat important,No,1,79.3
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,2,34.8
Male,Quebec,Below Bachelor,Very important,No,2,65.3
Male,Manitoba,Below Bachelor,Very important,No,1,58
Male,Saskatchewan,Below Bachelor,Somewhat important,No,1,80
Female,Quebec,Below Bachelor,Very important,No,2,59
Female,Quebec,Below Bachelor,Not very important,No,2,62.4
Female,New Brunswick,Below Bachelor,Not very important,No,3,17.8
Female,Alberta,Below Bachelor,Not very important,No,2,16.7
Female,Alberta,Below Bachelor,Somewhat important,No,2,56.7
Female,Ontario,Below Bachelor,Somewhat important,No,2,36.8
Male,British Columbia,Below Bachelor,Somewhat important,Yes,1,38.1
Female,Alberta,Below Bachelor,Don't know,No,2,22.7
Female,Prince Edward Island,Below Bachelor,Very important,No,1,80
Female,Ontario,Below Bachelor,Not at all important,No,2,27.2
Female,Ontario,Below Bachelor,Not at all important,No,1,70.6
Male,Quebec,Below Bachelor,Not very important,No,4,18.1
Female,New Brunswick,Below Bachelor,Very important,No,1,70.2
Female,Alberta,Below Bachelor,Somewhat important,No,4,37.6
Male,Quebec,Below Bachelor,Not very important,No,2,15.3
Male,Manitoba,Below Bachelor,Somewhat important,Yes,3,34.9
Male,Quebec,Below Bachelor,Not at all important,No,3,48.2
Female,Saskatchewan,Below Bachelor,Somewhat important,No,2,70.8
Female,Ontario,Below Bachelor,Somewhat important,No,2,57.8
Female,Ontario,Below Bachelor,Not very important,No,5,34.9
Male,Ontario,Below Bachelor,Not very important,No,1,53.2
Male,Ontario,Below Bachelor,Very important,No,1,53
Female,Quebec,Below Bachelor,Very important,No,1,73.5
Female,British Columbia,Below Bachelor,Very important,No,1,71.3
Female,British Columbia,Below Bachelor,Very important,No,2,80
Male,Quebec,Below Bachelor,Somewhat important,No,1,68.3
Male,Ontario,Below Bachelor,Somewhat important,No,1,54.4
Male,British Columbia,Below Bachelor,Not very important,No,3,33.9
Male,British Columbia,Below Bachelor,Not at all important,Yes,2,30.1
Female,Prince Edward Island,Below Bachelor,Not very important,No,3,36
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,39.3
Female,Quebec,Below Bachelor,Not very important,No,2,52.8
Female,Saskatchewan,Below Bachelor,Very important,No,2,63.1
Male,British Columbia,Below Bachelor,Not at all important,No,4,36.2
Male,Nova Scotia,Below Bachelor,Very important,No,2,73.8
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,71.2
Male,Manitoba,Below Bachelor,Very important,No,4,42.4
Male,Alberta,Below Bachelor,Somewhat important,No,2,68.2
Male,Quebec,Below Bachelor,Not very important,No,1,74.9
Male,Saskatchewan,Below Bachelor,Not at all important,No,1,66.5
Female,Ontario,Below Bachelor,Very important,No,1,55.7
Male,Quebec,Below Bachelor,Not at all important,No,5,38.8
Male,New Brunswick,Below Bachelor,Very important,No,2,80
Male,Ontario,Below Bachelor,Somewhat important,No,1,80
Female,Quebec,Below Bachelor,Not very important,No,3,53.8
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,60.2
Female,Quebec,Below Bachelor,Not very important,No,2,27.3
Female,Quebec,Below Bachelor,Somewhat important,No,2,75
Female,Nova Scotia,Below Bachelor,Very important,Yes,3,58.1
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,53.1
Male,New Brunswick,Below Bachelor,Not at all important,No,2,57.5
Male,Quebec,Below Bachelor,Not very important,No,3,27.8
Male,Ontario,Below Bachelor,Not very important,No,3,67.8
Female,Nova Scotia,Below Bachelor,Very important,No,2,27.7
Male,Alberta,Below Bachelor,Somewhat important,No,4,24.6
Female,Ontario,Below Bachelor,Very important,No,1,63.7
Male,New Brunswick,Below Bachelor,Not at all important,No,5,23.4
Male,Quebec,Below Bachelor,Somewhat important,No,2,76.8
Male,British Columbia,Below Bachelor,Somewhat important,No,2,65.4
Female,Ontario,Below Bachelor,Somewhat important,No,2,65.8
Female,British Columbia,Below Bachelor,Very important,No,1,77.5
Female,New Brunswick,Below Bachelor,Not at all important,No,4,42.9
Female,New Brunswick,Below Bachelor,Very important,No,1,79.3
Male,Ontario,Below Bachelor,Not very important,No,4,33.8
Female,Quebec,Below Bachelor,Not at all important,No,3,44.6
Male,British Columbia,Below Bachelor,Somewhat important,No,1,59.8
Male,Manitoba,Below Bachelor,Very important,No,3,17.2
Male,Ontario,Below Bachelor,Very important,No,4,37.3
Female,Quebec,Below Bachelor,Not at all important,No,4,18.3
Female,Ontario,Below Bachelor,Very important,No,1,64.1
Female,Manitoba,Below Bachelor,Not very important,No,2,31.5
Female,Ontario,Below Bachelor,Not at all important,No,3,32.8
Male,Quebec,Below Bachelor,Not very important,No,2,62.6
Female,Saskatchewan,Below Bachelor,Not at all important,No,2,46.2
Male,Manitoba,Below Bachelor,Not at all important,No,2,19.7
Female,Ontario,Below Bachelor,Very important,No,4,47.3
Male,Quebec,Below Bachelor,Somewhat important,No,4,44.3
Female,Manitoba,Below Bachelor,Not very important,Yes,1,57.8
Female,Manitoba,Below Bachelor,Very important,No,1,72.8
Female,Manitoba,Below Bachelor,Somewhat important,No,1,80
Male,Ontario,Below Bachelor,Somewhat important,No,3,56.8
Male,Ontario,Below Bachelor,Very important,No,1,77.9
Female,Alberta,Below Bachelor,Not at all important,No,1,25
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,36.3
Male,Manitoba,Below Bachelor,Somewhat important,No,1,58.3
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,5,47.8
Female,New Brunswick,Below Bachelor,Very important,No,1,80
Female,Saskatchewan,Below Bachelor,Very important,No,6,36
Female,Quebec,Below Bachelor,Not at all important,No,1,68.8
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,56.1
Male,Quebec,Below Bachelor,Not very important,No,1,43.2
Female,Saskatchewan,Below Bachelor,Somewhat important,Yes,1,60.1
Female,British Columbia,Below Bachelor,Somewhat important,No,1,26.4
Female,Ontario,Below Bachelor,Somewhat important,No,3,15.3
Female,New Brunswick,Below Bachelor,Very important,No,1,80
Female,Prince Edward Island,Below Bachelor,Very important,No,2,30.8
Female,Nova Scotia,Below Bachelor,Very important,No,2,61.7
Female,Quebec,Below Bachelor,Not very important,Yes,2,28.8
Female,British Columbia,Below Bachelor,Don't know,No,4,16
Female,New Brunswick,Below Bachelor,Not very important,No,4,29.1
Male,Saskatchewan,Below Bachelor,Not very important,No,4,32.8
Male,New Brunswick,Below Bachelor,Somewhat important,No,1,63.5
Female,New Brunswick,Below Bachelor,Very important,No,1,80
Female,Quebec,Below Bachelor,Somewhat important,No,2,47.5
Female,Ontario,Below Bachelor,Very important,No,1,80
Male,Nova Scotia,Below Bachelor,Somewhat important,No,4,49.8
Female,Quebec,Below Bachelor,Not very important,No,5,43.6
Male,Ontario,Below Bachelor,Not very important,No,1,35.7
Male,Quebec,Below Bachelor,Somewhat important,No,2,49.8
Female,Quebec,Below Bachelor,Not very important,No,1,29.3
Male,New Brunswick,Below Bachelor,Not at all important,No,4,34.6
Female,Quebec,Below Bachelor,Very important,No,2,57.7
Male,British Columbia,Below Bachelor,Somewhat important,No,2,50.6
Female,Quebec,Below Bachelor,Not very important,No,2,27.8
Female,Alberta,Below Bachelor,Very important,No,5,25.6
Male,British Columbia,Below Bachelor,Somewhat important,No,1,72.9
Female,Ontario,Below Bachelor,Somewhat important,No,2,43.5
Female,Ontario,Below Bachelor,Somewhat important,No,5,38.4
Male,Alberta,Below Bachelor,Not very important,No,2,70.3
Female,Quebec,Below Bachelor,Not very important,No,3,42.1
Male,Ontario,Below Bachelor,Not at all important,No,3,31.3
Female,Ontario,Below Bachelor,Very important,No,5,45.3
Male,New Brunswick,Below Bachelor,Very important,No,2,79.8
Female,Quebec,Below Bachelor,Not at all important,No,3,74.9
Female,Quebec,Below Bachelor,Somewhat important,No,1,68.8
Female,Saskatchewan,Below Bachelor,Very important,No,3,72.5
Female,British Columbia,Below Bachelor,Not very important,No,3,49.7
Female,New Brunswick,Below Bachelor,Very important,No,3,30.7
Female,Ontario,Below Bachelor,Somewhat important,No,1,74
Female,Saskatchewan,Below Bachelor,Not very important,No,2,34.3
Male,Saskatchewan,Below Bachelor,Not very important,No,2,33.3
Female,Ontario,Below Bachelor,Somewhat important,No,1,80
Female,Ontario,Below Bachelor,Somewhat important,No,1,75.3
Male,Quebec,Below Bachelor,Not at all important,No,1,37.7
Female,Quebec,Below Bachelor,Not at all important,No,1,56.9
Male,Nova Scotia,Below Bachelor,Very important,No,6,43
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,2,71.2
Female,Nova Scotia,Below Bachelor,Very important,No,1,55.2
Male,Prince Edward Island,Below Bachelor,Not at all important,No,3,55.3
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,76.8
Female,Alberta,Below Bachelor,Very important,No,2,76.3
Male,Manitoba,Below Bachelor,Not very important,No,2,54.8
Male,Alberta,Below Bachelor,Very important,No,2,62.1
Female,New Brunswick,Below Bachelor,Somewhat important,No,4,35.4
Male,Saskatchewan,Below Bachelor,Somewhat important,No,4,48.3
Male,Quebec,Below Bachelor,Not at all important,No,5,16.5
Female,Alberta,Below Bachelor,Somewhat important,No,6,49.1
Female,Manitoba,Below Bachelor,Somewhat important,No,1,64.8
Male,Nova Scotia,Below Bachelor,Not very important,No,2,35.8
Female,Ontario,Below Bachelor,Somewhat important,No,6,67.2
Male,New Brunswick,Below Bachelor,Not very important,No,4,40.9
Female,Quebec,Below Bachelor,Somewhat important,No,2,77.8
Male,Quebec,Below Bachelor,Not at all important,No,6,49.6
Female,British Columbia,Below Bachelor,Not very important,Yes,1,62.3
Male,Ontario,Below Bachelor,Somewhat important,No,2,55.3
Female,British Columbia,Below Bachelor,Don't know,No,3,56.3
Female,Ontario,Below Bachelor,Very important,No,2,61.3
Male,Alberta,Below Bachelor,Not very important,No,2,80
Female,Quebec,Below Bachelor,Not at all important,No,4,41.8
Female,Manitoba,Below Bachelor,Not at all important,No,6,15.6
Male,Ontario,Below Bachelor,Not at all important,No,3,49.4
Male,Ontario,Below Bachelor,Not at all important,No,1,43.4
Female,Ontario,Below Bachelor,Not very important,No,1,20.6
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,70.5
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,40.2
Male,Manitoba,Below Bachelor,Not at all important,No,2,79
Female,British Columbia,Below Bachelor,Not at all important,No,2,46.8
Male,Quebec,Below Bachelor,Not at all important,No,1,31.5
Male,Ontario,Below Bachelor,Not very important,No,2,37.9
Male,Saskatchewan,Below Bachelor,Not at all important,No,1,21.4
Female,Manitoba,Below Bachelor,Not at all important,No,3,32
Female,Alberta,Below Bachelor,Very important,No,1,80
Male,New Brunswick,Below Bachelor,Don't know,No,2,56.2
Male,Quebec,Below Bachelor,Somewhat important,No,2,66.1
Male,Alberta,Below Bachelor,Not at all important,No,4,43.1
Female,New Brunswick,Below Bachelor,Not at all important,No,2,42.3
Female,Manitoba,Below Bachelor,Not very important,No,2,57.8
Male,British Columbia,Below Bachelor,Somewhat important,No,1,80
Female,Nova Scotia,Below Bachelor,Not very important,No,2,52.8
Female,Quebec,Below Bachelor,Very important,No,2,68.8
Male,Quebec,Below Bachelor,Not very important,No,1,33.3
Male,British Columbia,Below Bachelor,Not at all important,No,3,39.4
Female,Ontario,Below Bachelor,Somewhat important,No,1,75.7
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,4,51
Female,Ontario,Below Bachelor,Very important,No,1,64
Female,Saskatchewan,Below Bachelor,Somewhat important,No,3,26.8
Female,Quebec,Below Bachelor,Very important,No,1,47.9
Female,Ontario,Below Bachelor,Very important,No,2,77.4
Female,Quebec,Below Bachelor,Not very important,No,2,24.3
Female,Quebec,Below Bachelor,Somewhat important,No,1,70.5
Male,Saskatchewan,Below Bachelor,Not very important,Yes,3,41.8
Male,Ontario,Below Bachelor,Not very important,No,3,49.1
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,32.8
Male,Manitoba,Below Bachelor,Not at all important,No,3,53.8
Female,Quebec,Below Bachelor,Very important,No,2,35.5
Female,Saskatchewan,Below Bachelor,Not at all important,No,2,16
Male,Ontario,Below Bachelor,Not at all important,No,4,48.8
Male,British Columbia,Below Bachelor,Not very important,No,1,45.7
Male,Prince Edward Island,Below Bachelor,Not at all important,No,2,30.3
Male,Ontario,Below Bachelor,Somewhat important,No,1,30.3
Female,Ontario,Below Bachelor,Not at all important,No,1,65.7
Male,Manitoba,Below Bachelor,Not very important,No,1,36.2
Male,Alberta,Below Bachelor,Very important,No,2,70.7
Male,Ontario,Below Bachelor,Somewhat important,No,4,45.8
Male,Quebec,Below Bachelor,Very important,No,1,70.3
Male,British Columbia,Below Bachelor,Not very important,No,2,29.1
Female,Ontario,Below Bachelor,Somewhat important,No,1,35.8
Female,Quebec,Below Bachelor,Somewhat important,No,3,45.1
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,57.8
Female,British Columbia,Below Bachelor,Very important,No,3,48.1
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,70.9
Male,Quebec,Below Bachelor,Not very important,No,2,27.5
Female,Quebec,Below Bachelor,Not at all important,No,1,58.5
Male,Nova Scotia,Below Bachelor,Not very important,No,4,47.4
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,52.8
Female,Quebec,Below Bachelor,Very important,No,1,80
Male,Alberta,Below Bachelor,Not at all important,No,1,59.4
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,66.2
Male,Nova Scotia,Below Bachelor,Somewhat important,No,1,57.9
Male,Saskatchewan,Below Bachelor,Not at all important,No,2,57.3
Female,Alberta,Below Bachelor,Not at all important,No,1,49.5
Female,Ontario,Below Bachelor,Very important,No,2,80
Female,Nova Scotia,Below Bachelor,Very important,No,1,80
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,3,27.9
Male,Saskatchewan,Below Bachelor,Not at all important,Yes,2,54.4
Male,British Columbia,Below Bachelor,Not at all important,No,2,37.3
Male,Ontario,Below Bachelor,Somewhat important,No,2,61.3
Female,Saskatchewan,Below Bachelor,Somewhat important,No,4,34.7
Female,Ontario,Below Bachelor,Very important,No,3,70.9
Male,Ontario,Below Bachelor,Very important,No,4,57.5
Male,Alberta,Below Bachelor,Not very important,No,1,24.3
Female,Ontario,Below Bachelor,Somewhat important,No,2,74.9
Female,Ontario,Below Bachelor,Very important,No,2,59.8
Female,Ontario,Below Bachelor,Not at all important,No,5,33.7
Female,Ontario,Below Bachelor,Very important,No,2,48.7
Male,Alberta,Below Bachelor,Not at all important,No,1,28.4
Female,Quebec,Below Bachelor,Not very important,No,1,51.6
Female,New Brunswick,Below Bachelor,Very important,No,2,68.8
Female,Quebec,Below Bachelor,Not very important,No,3,40.1
Female,Manitoba,Below Bachelor,Very important,No,4,31.7
Male,Quebec,Below Bachelor,Not at all important,No,2,53.3
Female,Saskatchewan,Below Bachelor,Somewhat important,No,1,37.9
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,63
Male,Ontario,Below Bachelor,Not at all important,No,3,58.8
Female,Ontario,Below Bachelor,Somewhat important,No,2,29.3
Male,Ontario,Below Bachelor,Very important,No,1,56.8
Male,Quebec,Below Bachelor,Not at all important,No,2,48.4
Male,New Brunswick,Below Bachelor,Very important,No,1,52.5
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,64.8
Male,Alberta,Below Bachelor,Not at all important,No,3,53.6
Male,British Columbia,Below Bachelor,Very important,No,2,63.9
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,51.2
Male,Ontario,Below Bachelor,Somewhat important,No,2,64.2
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,4,39.8
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,58.4
Female,Ontario,Below Bachelor,Not very important,No,1,57.8
Male,British Columbia,Below Bachelor,Not at all important,No,3,35.5
Female,Ontario,Below Bachelor,Not at all important,No,1,64.5
Female,Ontario,Below Bachelor,Very important,No,2,72.3
Male,Quebec,Below Bachelor,Not at all important,No,4,42.8
Male,New Brunswick,Below Bachelor,Somewhat important,No,1,56.2
Male,British Columbia,Below Bachelor,Not at all important,No,2,28.6
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,46.7
Male,Ontario,Below Bachelor,Very important,No,1,79.3
Female,Ontario,Below Bachelor,Very important,No,2,65.2
Male,Alberta,Below Bachelor,Not at all important,No,2,80
Female,Manitoba,Below Bachelor,Very important,No,2,71.1
Male,Quebec,Below Bachelor,Not very important,No,4,52.4
